ID,t=0,t=9,t=11,t=13,t=15,t=17,t=19
YPL054W,-0.41100000000000003,-0.51,-0.049,-0.149,-0.071,0.8390000000000001,2.322
YBR189W,0.10099999999999999,-0.14,-0.06,-0.07200000000000001,-0.317,-1.953,-2.286
YDR030C,-0.638,-0.614,0.21899999999999997,0.055999999999999994,-0.019,2.086,1.254
YER036C,0.326,0.447,-0.41100000000000003,-0.746,-0.995,-2.191,-1.8130000000000002
YJR123W,0.165,0.373,0.09,-0.184,-0.17300000000000001,-1.7890000000000001,-2.097
YDR417C,0.349,0.341,0.002,-0.14400000000000002,-0.001,-1.6,-2.146
YHR216W,0.363,0.444,0.26899999999999996,-0.273,-0.11199999999999999,-1.824,-1.848
YML063W,0.278,0.245,0.298,0.20199999999999999,0.19899999999999998,-1.5119999999999998,-2.032
YMR232W,-0.602,-1.609,0.22899999999999998,0.015,-0.555,1.2690000000000001,1.015
YBR046C,-0.111,0.9329999999999999,-0.7020000000000001,0.124,0.177,1.929,1.806
YIL087C,-0.26,-0.161,0.158,0.636,0.815,2.13,2.095
YLR175W,0.375,0.51,0.6759999999999999,-0.12,-0.174,-1.355,-1.9409999999999998
YBL010C,-2.174,-0.9259999999999999,0.29,-0.43799999999999994,-0.174,0.5710000000000001,0.626
YDR031W,-0.23600000000000002,0.086,0.152,0.363,0.9620000000000001,2.506,1.6769999999999998
YHL033C,0.414,0.315,0.086,0.032,-0.265,-1.544,-2.128
YLR299W,-0.131,0.177,-0.172,0.431,1.218,1.7469999999999999,2.378
YLR325C,0.102,0.215,0.045,0.222,-0.071,-1.5219999999999998,-2.221
YPL185W,-0.505,-0.344,-0.363,0.255,-0.231,1.692,1.766
YMR090W,-0.11699999999999999,-0.10800000000000001,0.595,0.46799999999999997,1.3459999999999999,2.57,1.642
YLR217W,0.287,0.231,-0.289,0.109,0.27,2.22,1.979
YDR018C,-0.462,1.015,-0.215,-0.305,-0.4,1.4569999999999999,1.841
YDL238C,-1.4569999999999999,-0.8590000000000001,0.306,0.166,0.244,1.213,1.183
YDR231C,-0.179,-0.20800000000000002,-0.049,0.457,0.929,2.102,1.959
YIL107C,-0.14400000000000002,-0.044000000000000004,-0.16,0.655,1.104,1.919,2.1790000000000003
YOR289W,-0.106,0.006,0.625,0.716,0.732,2.399,2.164
YPL087W,0.122,0.319,1.311,1.351,1.5230000000000001,2.755,2.459
YNL301C,0.276,-0.054000000000000006,0.161,-0.09,-0.32,-1.8719999999999999,-2.08
YMR311C,0.037000000000000005,-0.158,-0.027000000000000003,0.225,0.29600000000000004,2.289,1.7930000000000001
YLR409C,0.27399999999999997,0.391,0.20600000000000002,-0.858,-0.787,-2.021,-1.732
YMR121C,0.41200000000000003,0.081,0.266,0.522,0.14300000000000002,-1.296,-2.0180000000000002
YER182W,-0.327,-0.18899999999999997,-0.22,0.19399999999999998,0.43700000000000006,2.181,1.585
YLR432W,0.424,0.419,0.302,-0.10099999999999999,-0.165,-1.777,-1.7719999999999998
NORF54,-0.06,-0.037000000000000005,0.065,0.6659999999999999,1.1740000000000002,1.5859999999999999,2.5380000000000003
YPR149W,0.21,0.207,0.305,0.998,1.171,2.113,2.677
YNL175C,0.262,-0.05,0.064,-0.46,-0.738,-1.804,-2.292
YMR110C,0.1,0.37,0.239,0.5820000000000001,1.128,2.401,2.339
YOR031W,0.057,-0.055999999999999994,-0.204,-0.027999999999999997,0.341,2.146,1.8090000000000002
YJL048C,-0.588,-0.9440000000000001,0.82,0.228,-0.28300000000000003,1.546,1.382
YDR343C,0.21,0.821,1.227,2.131,1.788,2.305,3.083
YBR191W,0.16,-0.078,-0.02,-0.051,-0.318,-1.736,-2.278
YMR217W,0.221,0.142,0.10099999999999999,-0.8759999999999999,-1.058,-1.5490000000000002,-2.318
YBR297W,-1.1159999999999999,-0.8590000000000001,0.6970000000000001,-0.166,-0.193,0.9490000000000001,1.528
YPL036W,-0.2,-0.758,-0.213,-0.397,-0.92,-2.9819999999999998,-0.596
YPL131W,0.11900000000000001,0.37200000000000005,0.065,-0.627,-0.009000000000000001,-1.604,-2.1519999999999997
YFR031BC,0.33299999999999996,0.501,0.672,0.18,0.198,-1.317,-1.801
YER0441C,-1.0270000000000001,-0.24100000000000002,0.239,-0.662,-1.459,1.44,0.301
YLR129W,-0.281,-0.203,-0.376,-0.722,-0.667,-2.79,-1.825
YBR138C,-0.9229999999999999,0.187,0.271,-0.19,-1.767,1.135,0.518
YDR060W,0.011000000000000001,0.046,-0.08800000000000001,-0.585,-0.659,-2.233,-2.053
YOR312C,0.295,-0.008,0.16399999999999998,-0.184,-0.226,-1.537,-2.235
YEL024W,0.175,0.37,0.49,1.0979999999999999,1.3130000000000002,2.142,2.753
YFR023W,-1.128,0.685,-0.163,-0.519,-1.261,0.997,0.982
YGR289C,-0.541,-0.47700000000000004,-0.006,-0.318,-0.336,1.761,1.433
YAL061W,-0.532,0.027999999999999997,-0.33299999999999996,-0.102,1.172,2.0869999999999997,0.992
YCL060C,-1.0190000000000001,-2.438,-0.128,-0.19,-0.565,0.569,-0.096
YJL102W,-0.32,-0.45,-0.005,0.483,0.889,1.817,1.886
YNL302C,0.715,0.389,0.27899999999999997,0.247,0.366,-1.122,-1.868
YDR085C,-0.615,-0.134,0.7,0.193,1.062,1.936,1.796
YDR513W,0.13699999999999998,0.203,0.212,0.552,1.126,2.318,2.258
YBR063C,-0.336,-0.8420000000000001,0.377,-0.267,-1.955,0.638,0.7909999999999999
YDL218W,-0.23600000000000002,0.20800000000000002,-0.131,-0.39,-0.162,1.6269999999999998,1.931
YBR006W,-0.665,-0.7240000000000001,0.419,0.505,0.499,1.53,1.755
YBL108W,0.1,0.244,0.32799999999999996,0.442,1.2409999999999999,0.993,2.839
YJR073C,-0.063,0.10099999999999999,0.643,1.207,1.723,2.306,2.145
YPR020W,-0.044000000000000004,-0.006999999999999999,0.059000000000000004,0.33799999999999997,0.6990000000000001,1.91,2.262
YDL222C,-0.363,0.29,-1.3840000000000001,-0.669,-0.22899999999999998,1.018,1.3459999999999999
YKL091C,-0.26899999999999996,-0.6759999999999999,0.034,0.9,0.568,2.02,1.42
YBR249C,0.214,0.124,0.061,-0.225,-0.373,-1.98,-1.9240000000000002
YMR131C,0.297,0.17600000000000002,0.244,-0.218,-0.604,-1.268,-2.274
YLR234W,-0.945,-1.062,-0.5670000000000001,-0.21600000000000003,-0.862,1.281,0.981
YDR277C,-0.28,0.10300000000000001,0.423,0.359,1.209,2.1790000000000003,1.992
YEL054C,0.26,0.22,0.254,-0.094,-0.261,-1.585,-2.035
YNL305C,0.006999999999999999,0.302,0.569,0.49200000000000005,1.204,2.74,1.651
YLR198C,0.36200000000000004,0.13,0.361,0.057,0.044000000000000004,-1.3219999999999998,-2.048
YDL234C,-0.757,-0.642,0.499,0.32,-0.156,1.703,1.376
YCR036W,-0.369,-1.645,0.564,0.35200000000000004,0.024,1.156,0.94
YCL035C,0.1,0.401,0.473,0.92,0.723,2.719,1.9380000000000002
YNL093W,-0.488,0.826,0.07,0.363,-0.047,1.9769999999999999,1.817
YGR103W,0.21,-0.006999999999999999,0.23199999999999998,-0.7140000000000001,-0.9329999999999999,-1.669,-2.173
YNL132W,0.159,0.218,-0.057,-0.7390000000000001,-0.973,-1.976,-1.9880000000000002
YPL186C,-0.002,-0.203,0.267,0.295,0.49700000000000005,1.9669999999999999,2.117
YOL040C,0.16699999999999998,0.355,-0.22899999999999998,-0.217,-0.331,-1.476,-2.241
YIL160C,-1.818,-1.207,0.08,-0.632,-0.462,0.6829999999999999,0.6890000000000001
YDR332W,-0.528,-0.040999999999999995,-0.022000000000000002,-0.149,-0.48,2.213,0.315
YGL102C,0.09,-0.065,0.08800000000000001,0.215,0.2,-1.3219999999999998,-2.161
YPL135W,0.1,0.187,-0.155,-0.069,0.069,1.5859999999999999,2.21
YKL081W,0.19,-0.094,-0.07200000000000001,-0.7,-0.48700000000000004,-2.104,-2.013
YIL052C,0.491,0.076,0.19,0.106,-0.077,-1.569,-1.876
YJR130C,-0.6,-1.3230000000000002,0.18,0.409,0.627,1.416,0.981
YJL155C,-0.466,0.028999999999999998,0.452,0.502,1.421,1.795,2.013
YLR168C,-0.006999999999999999,-0.418,0.255,0.348,0.447,1.795,2.09
YGL187C,0.20199999999999999,0.39,0.409,0.8490000000000001,1.285,2.187,2.576
YER110C,0.312,0.247,0.509,-0.38799999999999996,-0.685,-2.048,-1.252
YDR313C,0.044000000000000004,0.27399999999999997,-0.092,-0.215,-0.501,1.827,1.676
YDR106W,-1.5,-1.3869999999999998,0.059000000000000004,-0.159,-0.9329999999999999,0.862,0.5539999999999999
YHR089C,-0.14,-0.217,-0.24,-0.509,-0.23399999999999999,-2.0780000000000003,-2.247
YBR048W,0.22399999999999998,0.27399999999999997,-0.002,-0.21100000000000002,-0.76,-1.524,-2.145
YAL025C,0.35200000000000004,-0.10800000000000001,-0.10099999999999999,-0.665,-0.574,-2.137,-1.8459999999999999
YBR139W,0.172,0.645,0.363,1.319,1.195,2.1719999999999997,2.677
YAR071W,0.541,0.5,0.317,-0.36200000000000004,-1.2209999999999999,-1.463,-1.4969999999999999
YLR029C,0.511,0.34700000000000003,0.385,0.5720000000000001,0.306,-1.0390000000000001,-1.8
YLR367W,0.475,0.401,0.302,0.275,0.20600000000000002,-1.317,-1.774
YDR064W,0.005,-0.038,-0.161,-0.335,-0.324,-2.016,-2.096
YDR273W,-1.3940000000000001,-0.569,0.467,0.33799999999999997,-0.6809999999999999,0.883,1.158
YMR018W,-0.48200000000000004,-1.189,0.267,0.266,0.569,1.739,0.746
YHR011W,-1.5830000000000002,-0.733,0.439,-0.018000000000000002,0.0,0.847,1.101
YMR271C,-0.25,-0.373,0.161,-0.04,0.33,1.755,1.8519999999999999
YJR145C,0.134,0.344,-0.33299999999999996,-0.365,-0.185,-1.469,-2.2359999999999998
YJR155W,0.258,0.08,-0.287,-0.204,-0.312,1.651,1.861
YLR438W,-0.769,-0.6,-0.465,-0.635,-0.469,1.81,0.40399999999999997
YNL069C,-0.048,-0.005,0.21600000000000003,0.005,0.134,-1.037,-2.2969999999999997
NORF7,0.009000000000000001,0.013000000000000001,-0.2,0.629,1.5759999999999998,1.8019999999999998,1.906
YBL100C,0.187,0.295,0.33299999999999996,0.804,1.204,1.359,2.813
NORF4,0.251,0.053,0.285,0.745,0.701,1.995,2.4219999999999997
YDR165W,0.386,0.35600000000000004,0.335,-0.511,-0.743,-2.01,-1.2309999999999999
YAL012W,0.157,0.175,0.467,-0.379,-0.52,-1.2790000000000001,-2.125
YJL136C,0.248,-0.006999999999999999,0.307,0.163,-0.257,-1.4169999999999998,-2.026
YPR150W,-0.306,-0.446,-0.359,0.021,0.14800000000000002,1.619,1.6740000000000002
YIL018W,0.361,0.271,0.193,-0.012,0.085,-1.306,-1.985
YML131W,-0.16,-0.44799999999999995,0.384,0.187,0.11900000000000001,2.112,1.423
YHR128W,0.29600000000000004,0.21600000000000003,0.14300000000000002,-0.528,-0.547,-1.662,-1.969
YBL086C,-0.39799999999999996,-0.611,-0.087,0.032,-0.068,1.729,1.444
YHR203C,0.39,0.45,0.243,-0.087,0.10800000000000001,-1.507,-1.7169999999999999
YDR096W,-0.28300000000000003,-0.373,-0.126,0.32899999999999996,0.106,1.318,2.056
YMR196W,-0.127,0.046,-0.087,1.035,1.125,2.005,1.8840000000000001
YHR215W,0.544,0.555,0.21100000000000002,-0.55,-0.768,-1.899,-1.0290000000000001
YIL133C,0.405,0.254,0.134,-0.135,-0.11900000000000001,-1.5619999999999998,-1.8519999999999999
YOL121C,0.474,0.138,0.042,0.08,0.254,-1.429,-1.8259999999999998
YBR032W,0.054000000000000006,0.20199999999999999,0.317,0.348,0.183,-1.025,-2.039
YJL190C,0.177,-0.081,0.24,0.298,0.14800000000000002,-1.426,-1.906
YOR120W,-0.424,-0.539,-0.215,0.095,0.12,1.9369999999999998,1.123
YEL060C,0.266,-0.643,0.414,0.18899999999999997,0.436,2.073,1.53
NORF20,-0.32899999999999996,0.027999999999999997,-0.425,-0.297,-0.18899999999999997,-2.287,-1.8030000000000002
YLR251W,-0.196,0.06,-0.069,0.511,1.08,2.229,1.445
YJL137C,-0.03,-0.055999999999999994,0.16,0.315,0.48,1.46,2.346
YML091C,-0.043,-0.223,-0.74,0.069,0.648,1.136,1.9080000000000001
YOR220W,0.10400000000000001,0.10400000000000001,0.512,0.693,0.772,2.358,2.028
YHR184W,-1.486,-0.203,0.62,-0.085,-0.18100000000000002,0.953,1.171
YDR256C,-0.774,-0.45399999999999996,0.262,-0.28300000000000003,-0.975,0.91,1.4609999999999999
YGL076C,0.147,-0.384,-0.09300000000000001,-0.597,-0.616,-1.65,-2.376
YBR018C,-0.619,-1.682,-0.043,-0.37,-0.767,0.75,0.903
YOR063W,0.198,0.21899999999999997,0.182,-0.05,-0.059000000000000004,-1.639,-1.81
YGL153W,-0.139,-0.48200000000000004,0.239,0.19699999999999998,-0.043,1.369,2.0069999999999997
YKR059W,0.28300000000000003,0.14,0.41200000000000003,-0.066,-0.242,-1.393,-1.9140000000000001
YJR021C,-0.983,-0.315,0.065,-0.281,0.8,1.6540000000000001,0.884
YDR118W,-0.9309999999999999,-1.1340000000000001,0.48700000000000004,0.14400000000000002,-0.73,1.263,0.546
YDL136W,-0.022000000000000002,0.026000000000000002,-0.11900000000000001,-0.17,0.017,-1.485,-2.187
YDR516C,-0.11,0.24600000000000002,0.38,0.9990000000000001,1.26,2.54,1.443
YPL201C,-0.446,0.10099999999999999,0.727,-0.069,-0.377,1.291,1.909
YJR048W,-0.071,-0.142,-0.042,0.105,0.565,1.3019999999999998,2.226
YMR068W,-0.395,-0.527,-0.359,0.231,-0.027000000000000003,1.7930000000000001,1.2209999999999999
YDR001C,0.233,0.11900000000000001,0.366,1.1059999999999999,1.033,2.2,2.256
YMR118C,-0.08900000000000001,0.06,-0.221,-0.165,-0.158,1.266,2.03
YDL020C,-0.03,-0.6459999999999999,-0.528,-0.311,-0.451,1.344,1.435
YDR101C,0.45,0.292,0.24100000000000002,-0.841,-1.2109999999999999,-1.87,-0.031
YGL123W,0.174,0.41700000000000004,0.358,0.094,0.002,-1.462,-1.703
YLR423C,-0.35100000000000003,-0.187,0.598,0.423,1.131,1.876,1.8
YJL184W,-0.081,-2.169,-0.012,0.016,-0.077,0.606,0.115
YDR024W,-0.395,1.129,-0.39299999999999996,-0.20199999999999999,-0.588,-1.6480000000000001,-1.295
YNL303W,-0.33299999999999996,-0.684,-0.434,-0.39799999999999996,-0.9109999999999999,-2.5269999999999997,-2.081
YGL135W,0.278,0.457,0.633,0.298,0.071,-1.249,-1.595
YHR015W,0.105,-1.25,0.11,-0.27399999999999997,0.8059999999999999,1.093,1.31
YLR076C,0.28300000000000003,0.057999999999999996,0.015,0.27399999999999997,-0.07200000000000001,-1.431,-1.8940000000000001
YBR187W,0.051,0.276,0.578,0.413,0.057999999999999996,-1.389,-1.598
YFL042C,-0.6990000000000001,-1.2109999999999999,-0.077,0.35200000000000004,-0.115,1.219,1.069
YPL262W,0.092,0.064,-0.14,0.133,0.18600000000000003,1.091,2.329
YHR195W,0.095,0.14,0.621,0.35100000000000003,0.45399999999999996,2.4219999999999997,1.675
YPL230W,-0.18100000000000002,-0.077,-0.41100000000000003,0.625,0.44799999999999995,1.5919999999999999,1.8619999999999999
YPR102C,0.326,0.37200000000000005,0.111,0.231,0.282,-1.2309999999999999,-1.781
YML090W,-0.001,-0.07200000000000001,-0.44799999999999995,0.021,0.868,0.879,2.137
YMR093W,0.129,0.055,-0.5670000000000001,-1.071,-1.1179999999999999,-1.885,-2.142
YBL031W,-1.222,-1.847,0.19699999999999998,-0.516,-0.621,0.529,0.38
YPL226W,0.105,0.122,-0.185,-0.6629999999999999,-0.9470000000000001,-1.8630000000000002,-1.995
YFR053C,0.231,0.424,0.301,1.203,1.7719999999999998,2.6060000000000003,0.826
YDL021W,-0.163,0.008,0.522,1.13,1.4680000000000002,2.123,1.755
YBL027W,0.102,-0.003,0.332,0.04,-0.006,-1.048,-2.1069999999999998
YJR121W,0.133,0.20800000000000002,0.185,0.574,0.8270000000000001,1.376,2.55
YPL017C,0.022000000000000002,0.025,-0.253,-0.519,-0.441,-0.745,1.874
YBR155W,0.272,-0.083,-0.237,-0.872,-0.917,-2.425,-0.647
YER056C,0.184,0.5539999999999999,0.614,-0.11199999999999999,0.042,-1.504,-1.405
YBL076C,0.32899999999999996,0.40399999999999997,0.07400000000000001,-0.026000000000000002,-0.217,-1.726,-1.521
YGL046W,-0.493,-0.799,0.054000000000000006,-0.046,-0.785,1.153,1.3319999999999999
YNL061W,0.053,-0.35,-0.5,-1.082,-1.185,-2.1959999999999997,0.40399999999999997
YML100W,0.366,0.295,-0.021,1.2790000000000001,1.443,1.761,2.3409999999999997
YLR448W,0.39399999999999996,0.044000000000000004,-0.306,-0.40399999999999997,-0.504,-1.837,-1.818
YDL154W,-0.777,0.005,-0.5720000000000001,-0.304,-0.396,1.3359999999999999,1.27
YGR256W,0.27,0.20800000000000002,0.28300000000000003,-0.43200000000000005,0.14,1.8259999999999998,1.778
YOR027W,0.266,0.098,-0.42700000000000005,-0.27,0.045,1.317,1.923
YOL153C,-0.18600000000000003,0.002,0.401,0.28800000000000003,0.875,1.454,2.249
YOR161C,-0.009000000000000001,0.18600000000000003,0.42,1.082,1.0190000000000001,2.414,1.71
YOR059C,-0.462,0.021,0.924,0.41600000000000004,0.695,1.287,2.1959999999999997
YER158C,-0.166,0.125,1.068,1.177,1.446,1.5490000000000002,2.378
YCR061W,-0.758,0.087,0.5579999999999999,0.382,0.451,1.758,1.5919999999999999
YLR058C,0.138,0.35,0.757,0.41200000000000003,1.464,-0.889,-0.956
YLR372W,0.168,0.321,0.575,0.151,0.34299999999999997,-1.143,-1.6769999999999998
YAL038W,0.152,0.40700000000000003,0.212,-0.166,-0.16899999999999998,-1.27,-1.915
YFL053W,-1.173,-0.9390000000000001,0.276,-0.34600000000000003,-0.782,0.985,0.8059999999999999
NORF46,-0.247,0.11,0.042,0.684,1.07,0.845,2.3280000000000003
YDR321W,0.049,0.175,0.157,-0.363,-0.19,-1.811,-1.712
YBL024W,0.41200000000000003,0.07400000000000001,0.068,-0.413,-0.574,-1.909,-1.51
YKR057W,0.344,-0.032,0.12,0.122,-0.134,-1.465,-1.831
YDL024C,-1.1340000000000001,-1.5119999999999998,-0.469,-0.493,-0.725,0.639,0.8270000000000001
YGL045W,-0.215,-0.29100000000000004,-0.15,0.08800000000000001,0.396,1.591,1.745
YLL008W,0.212,0.142,-0.153,-1.084,-0.861,-1.874,-1.75
YBR247C,0.062,-0.16,-0.145,-1.0090000000000001,-0.9329999999999999,-1.186,-2.436
YOL117W,-0.39799999999999996,-0.061,0.278,0.5670000000000001,0.818,1.756,1.8630000000000002
YKL067W,-0.01,-0.057,-0.13699999999999998,0.584,0.841,2.1959999999999997,1.344
YHR010W,0.617,0.41700000000000004,0.535,0.214,0.221,-1.033,-1.584
YDL244W,-0.6629999999999999,-0.040999999999999995,-0.128,-0.701,-0.665,1.33,1.143
YGR194C,-0.327,-0.10800000000000001,0.28600000000000003,0.907,1.3030000000000002,1.722,1.7890000000000001
YDL022W,0.272,0.177,0.11800000000000001,1.19,1.2690000000000001,2.133,2.037
YBR214W,-0.034,0.231,0.409,0.7090000000000001,0.484,2.219,1.8769999999999998
YJL088W,-0.256,-0.607,-0.596,-0.179,-0.391,0.10800000000000001,1.859
YNL115C,-0.316,0.053,0.287,0.067,0.946,1.817,1.756
YOR041C,-0.005,0.057999999999999996,-0.365,-0.08,0.26,1.952,1.358
YKL009W,-0.106,-0.35200000000000004,-0.226,-0.5870000000000001,-0.868,-2.075,-2.148
YOR388C,-0.469,-1.364,0.575,-0.08199999999999999,-0.114,1.234,0.6970000000000001
YPR144C,0.12,0.16699999999999998,-0.11900000000000001,-1.028,-1.087,-1.827,-1.784
YBR052C,0.049,0.105,0.65,1.31,0.917,2.401,1.715
YER015W,-0.444,-0.19399999999999998,0.313,-0.14,-0.228,1.227,1.81
YBR067C,0.184,0.345,0.225,0.336,0.292,1.7619999999999998,2.246
YIL057C,-0.341,-0.349,-0.06,-0.08800000000000001,-0.397,0.5539999999999999,1.982
YJL153C,-0.639,-0.348,0.332,0.009000000000000001,-0.306,1.3459999999999999,1.546
YOR234C,0.132,0.13699999999999998,-0.20800000000000002,-0.177,-0.254,-1.669,-1.916
YLR197W,0.494,0.467,0.7909999999999999,0.127,0.062,-0.805,-1.633
YKR016W,0.106,0.12,0.466,0.7340000000000001,1.15,2.199,1.9969999999999999
YNL174W,0.102,-0.047,-0.081,-0.785,-0.605,-2.4019999999999997,-0.825
YGL212W,-1.051,-0.889,0.028999999999999998,-0.182,0.33299999999999996,1.2819999999999998,0.8370000000000001
YLR252W,-0.071,-0.044000000000000004,-0.057,0.96,0.9420000000000001,2.229,1.128
YBR019C,-0.568,-0.327,0.5770000000000001,0.055,-1.067,0.934,1.305
YIL146C,-0.11199999999999999,-0.495,-0.209,-0.523,-0.759,0.95,1.5219999999999998
YMR300C,-0.1,0.151,0.155,0.348,0.902,-1.12,-1.517
YEL041W,-0.768,-0.512,0.461,-0.012,0.358,1.102,1.6340000000000001
YDL148C,0.109,0.042,0.243,-0.617,-0.779,-1.367,-2.05
YLR295C,0.077,-0.022000000000000002,-0.309,0.306,0.39799999999999996,1.734,1.8030000000000002
YOR153W,0.258,0.215,0.062,-0.153,-0.511,-1.798,-1.5619999999999998
YKL016C,-0.185,-0.225,-0.33299999999999996,-0.028999999999999998,0.321,1.5819999999999999,1.6130000000000002
YNL037C,0.027000000000000003,0.318,-0.03,0.488,0.511,1.7409999999999999,2.127
YBR287W,-0.358,0.138,1.14,0.813,0.121,2.0180000000000002,1.495
YDL153C,0.491,0.217,0.273,-0.63,-1.172,-1.495,-1.3730000000000002
YDR216W,0.03,0.055,-0.265,0.10800000000000001,0.18100000000000002,1.2890000000000001,2.0580000000000003
YGR124W,0.581,0.6509999999999999,0.484,-0.159,-0.297,-1.334,-1.3
YLL023C,0.16,0.09,0.484,0.74,0.9209999999999999,2.386,1.7380000000000002
YER061C,-0.991,-0.182,0.9,0.42,0.794,1.595,0.9079999999999999
YLR264W,0.2,0.134,0.514,0.45,0.066,-1.204,-1.6219999999999999
YPL142C,0.153,-0.222,0.026000000000000002,0.08,-0.195,-1.5530000000000002,-1.909
NORF32,-0.011000000000000001,0.243,0.161,0.485,0.139,-1.589,-1.4140000000000001
YGL147C,0.465,0.39299999999999996,0.536,0.295,0.22399999999999998,-1.054,-1.568
YDR282C,-0.654,-1.122,-0.06,0.016,-0.07400000000000001,1.28,0.988
YNL060C,0.09699999999999999,-0.027999999999999997,-0.226,-0.882,-1.114,-2.052,-1.749
YDL181W,-0.153,0.353,0.379,0.8420000000000001,0.509,1.7369999999999999,2.231
YCR091W,-0.317,-0.198,-0.19,0.24,0.136,1.754,1.465
YBR001C,0.129,-0.02,0.426,0.88,-0.402,1.31,2.0340000000000003
YPR074C,0.568,0.603,0.425,0.309,0.429,-1.242,-1.261
YIL098C,-0.289,-0.45899999999999996,0.01,0.366,0.175,2.083,0.598
YDR037W,0.135,0.376,-0.20199999999999999,-0.35600000000000004,-0.287,-1.8659999999999999,-1.544
YDR402C,-1.025,-0.8109999999999999,-0.195,-0.845,-1.406,0.737,0.68
YER098W,-0.08800000000000001,-0.271,0.301,0.359,-0.249,1.625,1.702
YBR092C,0.12300000000000001,0.235,0.174,-0.257,-0.6990000000000001,-1.551,-1.801
YNL182C,0.12,0.04,0.14300000000000002,-0.8759999999999999,-0.67,-1.945,-1.568
YNL327W,0.17300000000000001,0.04,-0.159,-0.43,-0.701,-1.955,-1.699
YKL162C,-0.162,-0.583,-0.10099999999999999,0.21600000000000003,-0.55,1.755,0.8540000000000001
YOR052C,0.109,0.298,0.424,0.627,0.655,2.436,1.632
YBR039W,0.18,-0.059000000000000004,0.377,0.23199999999999998,0.737,1.588,2.217
YDR132C,-1.464,-0.898,0.457,-0.159,0.139,0.8290000000000001,0.616
YDR012W,0.161,0.42,0.18600000000000003,0.321,0.252,-1.014,-1.76
YGL047W,-0.038,-0.11699999999999999,-0.12,0.42700000000000005,0.7929999999999999,2.1519999999999997,1.159
